t= 0 , t= 5 , t= 10 , t= 15 , t= 20 , t= 25 , t= 30 , t= 35 , t= 40 , t= 45 , t= 50 , t= 55 , t= 60 , t= 65 , t= 70 , t= 75 , t= 80 , t= 85 , t= 90 , t= 95 , t= 100 , t= 105 , t= 110 , t= 115 , t= 120 , t= 125 , t= 130 , t= 135 , t= 140 , t= 145 , t= 150 , t= 155 , t= 160 , t= 165 , t= 170 , t= 175 , t= 180 , t= 185 , t= 190 , t= 195 , t= 200 , t= 205 , t= 210 , t= 215 , t= 220 , t= 225 , t= 230 , t= 235 , t= 240 , t= 245 , t= 250 , t= 255 , t= 260 , t= 265 , t= 270 , t= 275 , t= 280 , t= 285 , t= 290 , t= 295 , t= 300 , t= 305 , t= 310 , t= 315 , t= 320 , t= 325 , t= 330 , t= 335 , t= 340 , t= 345 , t= 350 , t= 355 , t= 360 , t= 365 , t= 370 , t= 375 , t= 380 , t= 385 , t= 390 , t= 395 , t= 400 , t= 405 , t= 410 , t= 415 , t= 420 , t= 425 , t= 430 , t= 435 , t= 440 , t= 445 , t= 450 , t= 455 , t= 460 , t= 465 , t= 470 , t= 475 , t= 480 , t= 485 , t= 490 , t= 495 , t= 500 , t= 505 , t= 510 , t= 515 , t= 520 , t= 525 , t= 530 , t= 535 , t= 540 , t= 545 , t= 550 , t= 555 , t= 560 , t= 565 , t= 570 , t= 575 , t= 580 , t= 585 , t= 590 , t= 595 , t= 600 , t= 605 , t= 610 , t= 615 , t= 620 , t= 625 , t= 630 , t= 635 , t= 640 , t= 645 , t= 650 , t= 655 , t= 660 , t= 665 , t= 670 , t= 675 , t= 680 , t= 685 , t= 690 , t= 695 , t= 700 , t= 705 , t= 710 , t= 715 , t= 720 , t= 725 , 
25.5 , 25.4264 , 25.4164 , 25.4271 , 25.4608 , 25.5509 , 25.6928 , 25.8342 , 25.9293 , 25.987 , 26.0429 , 26.1317 , 26.4001 , 26.6985 , 26.9428 , 27.1248 , 27.309 , 29.0444 , 31.1726 , 31.8212 , 34.0022 , 37.048 , 41.3904 , 45.1569 , 47.7279 , 40.2963 , 50.8869 , 62.7835 , 67.7532 , 74.1343 , 83.5349 , 105.017 , 104.779 , 116.377 , 132.42 , 125.894 , 117.836 , 131.224 , 139.552 , 142.061 , 162.194 , 181.024 , 138.315 , 157.189 , 174.928 , 173.152 , 171.114 , 169.549 , 167.016 , 164.644 , 160.888 , 132.995 , 76.9274 , 65.614 , 62.331 , 62.4465 , 156.176 , 135.037 , 152.919 , 138.181 , 148.769 , 146.856 , 144.041 , 140.908 , 137.598 , 134.157 , 130.366 , 128.703 , 128.026 , 125.214 , 133.484 , 135.667 , 138.023 , 141.278 , 144.837 , 145.615 , 146.326 , 148.542 , 151.291 , 154.297 , 157.163 , 159.483 , 161.682 , 164.881 , 167.932 , 170.605 , 171.429 , 173.484 , 176.835 , 179.859 , 182.669 , 185.2 , 188.432 , 190.842 , 191.434 , 193.735 , 195.472 , 198.385 , 201.327 , 203.456 , 205.578 , 208.84 , 211.23 , 214.001 , 216.503 , 218.646 , 220.83 , 222.935 , 225.873 , 227.277 , 229.81 , 230.173 , 230.096 , 230.902 , 230.944 , 230.777 , 231.487 , 233.223 , 233.245 , 232.451 , 230.667 , 230.169 , 229.049 , 228.049 , 226.724 , 225.277 , 224.011 , 222.143 , 220.756 , 219.115 , 217.552 , 215.962 , 214.169 , 212.4 , 210.771 , 209.196 , 207.584 , 206.022 , 204.498 , 202.981 , 201.497 , 200.037 , 198.606 , 197.349 , 195.692 , 195.692 , 
25.5 , 25.4264 , 25.4164 , 25.4271 , 25.4608 , 25.5509 , 25.6928 , 25.8342 , 25.9294 , 25.9872 , 26.043 , 26.1318 , 26.4003 , 26.6988 , 26.9431 , 27.1251 , 27.3094 , 29.0449 , 31.1736 , 31.8224 , 34.0038 , 37.0502 , 41.3934 , 45.1609 , 47.7326 , 40.3006 , 50.891 , 62.7905 , 67.7617 , 74.144 , 83.546 , 105.031 , 104.795 , 116.393 , 132.439 , 125.913 , 117.853 , 131.242 , 139.571 , 142.08 , 162.215 , 179.689 , 138.331 , 157.205 , 175.192 , 173.156 , 171.129 , 169.607 , 167.517 , 164.597 , 160.811 , 132.981 , 76.9284 , 65.6146 , 62.3306 , 62.4457 , 156.085 , 135.024 , 152.341 , 138.161 , 148.685 , 146.752 , 143.74 , 140.608 , 137.604 , 133.816 , 130.103 , 128.738 , 128.061 , 125.246 , 133.526 , 135.711 , 138.07 , 141.328 , 144.892 , 145.668 , 146.376 , 148.593 , 151.343 , 154.351 , 157.219 , 159.538 , 161.737 , 164.939 , 167.99 , 170.663 , 171.48 , 173.534 , 176.889 , 179.915 , 182.726 , 185.256 , 188.49 , 190.899 , 191.48 , 193.781 , 195.515 , 198.432 , 201.379 , 203.505 , 205.626 , 208.894 , 211.282 , 214.054 , 216.556 , 218.695 , 220.877 , 222.981 , 225.923 , 227.32 , 229.856 , 230.204 , 230.114 , 230.919 , 230.955 , 230.782 , 231.496 , 233.242 , 233.258 , 232.452 , 230.653 , 230.156 , 229.032 , 228.031 , 226.703 , 225.252 , 223.987 , 222.114 , 220.727 , 219.084 , 217.521 , 215.931 , 214.137 , 212.366 , 210.738 , 209.163 , 207.552 , 205.99 , 204.466 , 202.95 , 201.466 , 200.007 , 198.576 , 197.321 , 195.662 , 195.662 , 
25.5 , 25.4264 , 25.4164 , 25.4271 , 25.4608 , 25.5509 , 25.6928 , 25.8343 , 25.9295 , 25.9873 , 26.0432 , 26.1319 , 26.4005 , 26.699 , 26.9434 , 27.1255 , 27.3098 , 29.0455 , 31.1747 , 31.8236 , 34.0055 , 37.0525 , 41.3965 , 45.1649 , 47.7373 , 40.3051 , 50.8951 , 62.7974 , 67.7701 , 74.1537 , 83.5572 , 105.045 , 104.811 , 116.409 , 132.458 , 125.932 , 117.871 , 131.259 , 139.591 , 142.1 , 162.236 , 179.681 , 138.345 , 157.221 , 175.251 , 173.163 , 171.146 , 169.847 , 167.345 , 164.221 , 160.734 , 132.968 , 76.9295 , 65.6151 , 62.3302 , 62.4449 , 156.693 , 135.01 , 152.785 , 138.141 , 148.279 , 146.441 , 143.666 , 140.591 , 137.798 , 133.833 , 129.915 , 128.773 , 128.096 , 125.278 , 133.567 , 135.756 , 138.117 , 141.379 , 144.947 , 145.721 , 146.426 , 148.643 , 151.395 , 154.406 , 157.275 , 159.594 , 161.791 , 164.996 , 168.049 , 170.722 , 171.532 , 173.584 , 176.943 , 179.971 , 182.783 , 185.312 , 188.549 , 190.956 , 191.525 , 193.827 , 195.558 , 198.48 , 201.43 , 203.554 , 205.673 , 208.947 , 211.334 , 214.108 , 216.608 , 218.745 , 220.925 , 223.027 , 225.973 , 227.362 , 229.901 , 230.235 , 230.132 , 230.935 , 230.965 , 230.787 , 231.504 , 233.26 , 233.27 , 232.452 , 230.638 , 230.143 , 229.016 , 228.013 , 226.681 , 225.228 , 223.962 , 222.084 , 220.698 , 219.054 , 217.49 , 215.9 , 214.104 , 212.332 , 210.704 , 209.13 , 207.519 , 205.957 , 204.434 , 202.919 , 201.435 , 199.976 , 198.546 , 197.293 , 195.632 , 195.632 , 
25.5 , 25.4264 , 25.4164 , 25.4271 , 25.4607 , 25.5509 , 25.6929 , 25.8344 , 25.9295 , 25.9874 , 26.0433 , 26.1321 , 26.4007 , 26.6993 , 26.9437 , 27.1258 , 27.3102 , 29.0461 , 31.1757 , 31.8248 , 34.0071 , 37.0548 , 41.3996 , 45.1689 , 47.7421 , 40.3095 , 50.8993 , 62.8044 , 67.7786 , 74.1635 , 83.5684 , 105.059 , 104.827 , 116.426 , 132.477 , 125.952 , 117.889 , 131.277 , 139.61 , 142.119 , 162.257 , 179.663 , 138.356 , 157.237 , 175.332 , 173.171 , 171.162 , 169.747 , 167.436 , 164.095 , 160.633 , 132.956 , 76.9306 , 65.6157 , 62.3298 , 62.4441 , 156.255 , 134.996 , 152.825 , 138.122 , 148.937 , 146.127 , 143.628 , 140.963 , 137.318 , 133.568 , 129.892 , 128.808 , 128.132 , 125.309 , 133.609 , 135.801 , 138.163 , 141.43 , 145.002 , 145.774 , 146.476 , 148.693 , 151.447 , 154.46 , 157.331 , 159.65 , 161.846 , 165.053 , 168.107 , 170.781 , 171.584 , 173.634 , 176.997 , 180.028 , 182.84 , 185.368 , 188.608 , 191.012 , 191.571 , 193.872 , 195.602 , 198.528 , 201.481 , 203.604 , 205.721 , 209 , 211.386 , 214.161 , 216.661 , 218.794 , 220.972 , 223.072 , 226.024 , 227.405 , 229.946 , 230.266 , 230.15 , 230.952 , 230.976 , 230.792 , 231.513 , 233.279 , 233.282 , 232.453 , 230.624 , 230.13 , 228.999 , 227.996 , 226.66 , 225.204 , 223.937 , 222.055 , 220.669 , 219.024 , 217.46 , 215.869 , 214.071 , 212.298 , 210.671 , 209.098 , 207.486 , 205.925 , 204.403 , 202.887 , 201.404 , 199.946 , 198.516 , 197.264 , 195.602 , 195.602 , 
25.5 , 25.4264 , 25.4164 , 25.4271 , 25.4607 , 25.5509 , 25.6929 , 25.8344 , 25.9296 , 25.9875 , 26.0434 , 26.1322 , 26.4009 , 26.6995 , 26.944 , 27.1261 , 27.3106 , 29.0467 , 31.1768 , 31.826 , 34.0088 , 37.0571 , 41.4027 , 45.173 , 47.7468 , 40.314 , 50.9035 , 62.8115 , 67.7872 , 74.1733 , 83.5797 , 105.073 , 104.843 , 116.442 , 132.496 , 125.971 , 117.906 , 131.295 , 139.629 , 142.139 , 162.277 , 179.3 , 138.366 , 157.252 , 175.401 , 173.178 , 171.178 , 168.69 , 167.352 , 165.145 , 161.536 , 132.944 , 76.9317 , 65.6163 , 62.3295 , 62.4434 , 155.734 , 134.981 , 152.823 , 138.103 , 148.308 , 146.692 , 143.624 , 140.832 , 137.51 , 133.787 , 130 , 128.843 , 128.167 , 125.341 , 133.651 , 135.845 , 138.21 , 141.481 , 145.057 , 145.827 , 146.526 , 148.744 , 151.499 , 154.514 , 157.387 , 159.705 , 161.901 , 165.11 , 168.166 , 170.84 , 171.635 , 173.684 , 177.051 , 180.084 , 182.896 , 185.425 , 188.666 , 191.069 , 191.617 , 193.918 , 195.645 , 198.576 , 201.533 , 203.653 , 205.768 , 209.053 , 211.437 , 214.214 , 216.713 , 218.844 , 221.02 , 223.118 , 226.074 , 227.448 , 229.992 , 230.297 , 230.168 , 230.969 , 230.986 , 230.797 , 231.521 , 233.298 , 233.294 , 232.454 , 230.61 , 230.117 , 228.983 , 227.978 , 226.639 , 225.18 , 223.913 , 222.025 , 220.64 , 218.993 , 217.429 , 215.838 , 214.038 , 212.264 , 210.637 , 209.065 , 207.454 , 205.893 , 204.371 , 202.856 , 201.374 , 199.916 , 198.486 , 197.236 , 195.572 , 195.572 , 
25.5 , 25.4264 , 25.4164 , 25.427 , 25.4607 , 25.5509 , 25.6929 , 25.8345 , 25.9297 , 25.9876 , 26.0435 , 26.1323 , 26.401 , 26.6998 , 26.9443 , 27.1264 , 27.311 , 29.0473 , 31.1778 , 31.8272 , 34.0105 , 37.0593 , 41.4058 , 45.1771 , 47.7516 , 40.3185 , 50.9077 , 62.8185 , 67.7957 , 74.1831 , 83.5909 , 105.087 , 104.859 , 116.459 , 132.515 , 125.99 , 117.924 , 131.313 , 139.649 , 142.159 , 162.298 , 179.158 , 138.373 , 157.267 , 175.508 , 173.179 , 171.194 , 169.121 , 167.562 , 165.113 , 161.436 , 132.932 , 76.9329 , 65.6169 , 62.3291 , 62.4426 , 155.684 , 134.965 , 151.856 , 138.084 , 148.971 , 146.638 , 143.338 , 140.326 , 137.306 , 133.36 , 129.986 , 128.878 , 128.203 , 125.373 , 133.692 , 135.89 , 138.257 , 141.531 , 145.112 , 145.881 , 146.576 , 148.794 , 151.551 , 154.569 , 157.443 , 159.761 , 161.956 , 165.167 , 168.225 , 170.899 , 171.687 , 173.733 , 177.105 , 180.14 , 182.953 , 185.481 , 188.725 , 191.126 , 191.663 , 193.964 , 195.688 , 198.623 , 201.584 , 203.702 , 205.816 , 209.106 , 211.489 , 214.267 , 216.766 , 218.893 , 221.067 , 223.163 , 226.125 , 227.49 , 230.037 , 230.328 , 230.186 , 230.986 , 230.997 , 230.801 , 231.529 , 233.317 , 233.306 , 232.455 , 230.596 , 230.104 , 228.966 , 227.96 , 226.618 , 225.155 , 223.888 , 221.996 , 220.611 , 218.963 , 217.398 , 215.807 , 214.005 , 212.231 , 210.604 , 209.032 , 207.421 , 205.861 , 204.339 , 202.825 , 201.343 , 199.885 , 198.456 , 197.207 , 195.542 , 195.542 , 
25.5 , 25.4264 , 25.4164 , 25.427 , 25.4607 , 25.5509 , 25.6929 , 25.8346 , 25.9298 , 25.9877 , 26.0436 , 26.1325 , 26.4012 , 26.7 , 26.9446 , 27.1268 , 27.3114 , 29.0479 , 31.1789 , 31.8284 , 34.0122 , 37.0616 , 41.4089 , 45.1811 , 47.7564 , 40.323 , 50.9119 , 62.8255 , 67.8043 , 74.1929 , 83.6022 , 105.101 , 104.876 , 116.475 , 132.534 , 126.01 , 117.942 , 131.331 , 139.668 , 142.179 , 162.319 , 178.999 , 138.377 , 157.282 , 175.558 , 173.173 , 171.209 , 168.903 , 167.479 , 163.985 , 160.146 , 132.92 , 76.9341 , 65.6175 , 62.3287 , 62.4418 , 155.753 , 134.946 , 152.38 , 138.064 , 148.601 , 146.435 , 143.272 , 140.691 , 137.507 , 133.369 , 129.694 , 128.913 , 128.238 , 125.405 , 133.734 , 135.935 , 138.304 , 141.582 , 145.167 , 145.934 , 146.626 , 148.844 , 151.604 , 154.623 , 157.499 , 159.817 , 162.01 , 165.224 , 168.283 , 170.958 , 171.739 , 173.783 , 177.158 , 180.196 , 183.01 , 185.537 , 188.784 , 191.183 , 191.709 , 194.01 , 195.731 , 198.671 , 201.636 , 203.752 , 205.863 , 209.159 , 211.541 , 214.32 , 216.818 , 218.942 , 221.115 , 223.209 , 226.175 , 227.533 , 230.082 , 230.359 , 230.204 , 231.002 , 231.007 , 230.806 , 231.538 , 233.336 , 233.318 , 232.455 , 230.582 , 230.092 , 228.95 , 227.942 , 226.597 , 225.131 , 223.863 , 221.966 , 220.582 , 218.933 , 217.368 , 215.776 , 213.973 , 212.197 , 210.57 , 208.999 , 207.389 , 205.829 , 204.308 , 202.794 , 201.312 , 199.855 , 198.426 , 197.179 , 195.513 , 195.513 , 
25.5 , 25.4264 , 25.4164 , 25.427 , 25.4607 , 25.5509 , 25.693 , 25.8346 , 25.9299 , 25.9878 , 26.0438 , 26.1326 , 26.4014 , 26.7003 , 26.9448 , 27.1271 , 27.3118 , 29.0485 , 31.18 , 31.8296 , 34.0139 , 37.0639 , 41.4121 , 45.1852 , 47.7612 , 40.3275 , 50.9161 , 62.8325 , 67.8128 , 74.2027 , 83.6135 , 105.115 , 104.892 , 116.492 , 132.553 , 126.029 , 117.96 , 131.349 , 139.688 , 142.198 , 162.34 , 178.948 , 138.378 , 157.296 , 175.467 , 173.157 , 171.225 , 169.426 , 166.367 , 165.063 , 161.271 , 132.908 , 76.9353 , 65.6181 , 62.3284 , 62.441 , 155.195 , 134.927 , 152.31 , 138.045 , 148.302 , 146.296 , 143.189 , 140.213 , 137.299 , 133.592 , 129.672 , 128.949 , 128.274 , 125.437 , 133.776 , 135.98 , 138.35 , 141.633 , 145.222 , 145.987 , 146.677 , 148.895 , 151.656 , 154.677 , 157.555 , 159.872 , 162.065 , 165.281 , 168.342 , 171.017 , 171.79 , 173.833 , 177.212 , 180.252 , 183.067 , 185.593 , 188.842 , 191.24 , 191.754 , 194.055 , 195.774 , 198.719 , 201.687 , 203.801 , 205.911 , 209.212 , 211.593 , 214.374 , 216.87 , 218.992 , 221.162 , 223.254 , 226.225 , 227.576 , 230.127 , 230.39 , 230.222 , 231.019 , 231.018 , 230.811 , 231.546 , 233.355 , 233.33 , 232.456 , 230.568 , 230.079 , 228.933 , 227.924 , 226.576 , 225.107 , 223.839 , 221.937 , 220.553 , 218.903 , 217.337 , 215.745 , 213.94 , 212.163 , 210.537 , 208.967 , 207.356 , 205.797 , 204.276 , 202.762 , 201.281 , 199.825 , 198.396 , 197.15 , 195.483 , 195.483 , 
25.5 , 25.4263 , 25.4163 , 25.427 , 25.4607 , 25.5509 , 25.693 , 25.8347 , 25.93 , 25.9879 , 26.0439 , 26.1327 , 26.4016 , 26.7005 , 26.9451 , 27.1275 , 27.3122 , 29.0491 , 31.181 , 31.8309 , 34.0155 , 37.0662 , 41.4152 , 45.1893 , 47.766 , 40.332 , 50.9203 , 62.8396 , 67.8214 , 74.2126 , 83.6249 , 105.129 , 104.908 , 116.508 , 132.572 , 126.048 , 117.978 , 131.367 , 139.707 , 142.218 , 162.361 , 178.983 , 138.377 , 157.31 , 175.109 , 173.129 , 171.24 , 169.493 , 166.323 , 164.64 , 161.023 , 132.895 , 76.9365 , 65.6187 , 62.328 , 62.4402 , 155.077 , 134.906 , 152.129 , 138.026 , 148.708 , 146.223 , 143.662 , 140.524 , 136.999 , 133.129 , 129.827 , 128.984 , 128.309 , 125.469 , 133.818 , 136.025 , 138.397 , 141.684 , 145.277 , 146.04 , 146.727 , 148.945 , 151.708 , 154.732 , 157.611 , 159.928 , 162.12 , 165.338 , 168.4 , 171.076 , 171.842 , 173.883 , 177.266 , 180.308 , 183.124 , 185.649 , 188.901 , 191.296 , 191.8 , 194.101 , 195.817 , 198.766 , 201.738 , 203.85 , 205.958 , 209.265 , 211.645 , 214.427 , 216.923 , 219.041 , 221.209 , 223.3 , 226.276 , 227.618 , 230.173 , 230.421 , 230.24 , 231.036 , 231.028 , 230.816 , 231.554 , 233.374 , 233.342 , 232.457 , 230.554 , 230.066 , 228.917 , 227.906 , 226.554 , 225.083 , 223.814 , 221.907 , 220.525 , 218.872 , 217.307 , 215.714 , 213.907 , 212.129 , 210.504 , 208.934 , 207.324 , 205.764 , 204.245 , 202.731 , 201.251 , 199.794 , 198.367 , 197.122 , 195.453 , 195.453 , 
25.5 , 25.4263 , 25.4163 , 25.427 , 25.4607 , 25.5509 , 25.693 , 25.8347 , 25.9301 , 25.988 , 26.044 , 26.1329 , 26.4018 , 26.7008 , 26.9454 , 27.1278 , 27.3126 , 29.0496 , 31.1821 , 31.8321 , 34.0172 , 37.0685 , 41.4183 , 45.1933 , 47.7708 , 40.3365 , 50.9245 , 62.8466 , 67.83 , 74.2224 , 83.6362 , 105.143 , 104.924 , 116.525 , 132.591 , 126.068 , 117.995 , 131.385 , 139.726 , 142.238 , 162.382 , 179.034 , 138.373 , 157.324 , 174.895 , 173.091 , 171.255 , 169.327 , 166.324 , 164.974 , 160.738 , 132.883 , 76.9377 , 65.6193 , 62.3276 , 62.4394 , 155.013 , 134.883 , 152.066 , 138.006 , 148.512 , 145.91 , 143.36 , 140.225 , 137.237 , 133.137 , 129.402 , 129.02 , 128.345 , 125.501 , 133.859 , 136.07 , 138.444 , 141.735 , 145.332 , 146.093 , 146.777 , 148.996 , 151.76 , 154.786 , 157.666 , 159.984 , 162.175 , 165.395 , 168.459 , 171.135 , 171.894 , 173.933 , 177.32 , 180.364 , 183.181 , 185.705 , 188.959 , 191.353 , 191.846 , 194.146 , 195.86 , 198.814 , 201.79 , 203.9 , 206.006 , 209.318 , 211.697 , 214.48 , 216.975 , 219.09 , 221.257 , 223.345 , 226.326 , 227.661 , 230.218 , 230.452 , 230.258 , 231.053 , 231.039 , 230.821 , 231.563 , 233.393 , 233.354 , 232.457 , 230.539 , 230.053 , 228.9 , 227.888 , 226.533 , 225.059 , 223.789 , 221.878 , 220.496 , 218.842 , 217.276 , 215.683 , 213.874 , 212.095 , 210.47 , 208.901 , 207.291 , 205.732 , 204.213 , 202.7 , 201.22 , 199.764 , 198.337 , 197.094 , 195.423 , 195.423 , 
25.5 , 25.4263 , 25.4163 , 25.427 , 25.4607 , 25.5509 , 25.6931 , 25.8348 , 25.9302 , 25.9881 , 26.0441 , 26.133 , 26.4019 , 26.701 , 26.9457 , 27.1281 , 27.313 , 29.0502 , 31.1831 , 31.8333 , 34.0189 , 37.0708 , 41.4214 , 45.1974 , 47.7755 , 40.341 , 50.9288 , 62.8537 , 67.8385 , 74.2323 , 83.6475 , 105.157 , 104.941 , 116.541 , 132.61 , 126.087 , 118.013 , 131.403 , 139.746 , 142.257 , 162.403 , 179.292 , 138.365 , 157.337 , 174.876 , 173.046 , 171.269 , 169.196 , 167.751 , 164.11 , 160.635 , 132.87 , 76.9389 , 65.6199 , 62.3273 , 62.4387 , 155.636 , 134.859 , 151.544 , 137.986 , 148.404 , 146.465 , 143.356 , 139.981 , 136.57 , 132.927 , 129.377 , 129.055 , 128.381 , 125.533 , 133.901 , 136.115 , 138.491 , 141.786 , 145.387 , 146.147 , 146.827 , 149.046 , 151.812 , 154.84 , 157.722 , 160.039 , 162.229 , 165.452 , 168.517 , 171.194 , 171.946 , 173.982 , 177.374 , 180.42 , 183.237 , 185.761 , 189.018 , 191.41 , 191.892 , 194.192 , 195.903 , 198.861 , 201.841 , 203.949 , 206.053 , 209.371 , 211.749 , 214.533 , 217.027 , 219.14 , 221.304 , 223.391 , 226.376 , 227.704 , 230.263 , 230.483 , 230.276 , 231.069 , 231.049 , 230.826 , 231.571 , 233.412 , 233.366 , 232.458 , 230.525 , 230.04 , 228.884 , 227.871 , 226.512 , 225.034 , 223.765 , 221.849 , 220.467 , 218.812 , 217.245 , 215.652 , 213.842 , 212.062 , 210.437 , 208.869 , 207.259 , 205.7 , 204.181 , 202.669 , 201.189 , 199.734 , 198.307 , 197.065 , 195.393 , 195.393 , 
25.5 , 25.4263 , 25.4163 , 25.427 , 25.4607 , 25.5509 , 25.6931 , 25.8349 , 25.9303 , 25.9882 , 26.0442 , 26.1331 , 26.4021 , 26.7013 , 26.946 , 27.1285 , 27.3134 , 29.0508 , 31.1842 , 31.8345 , 34.0206 , 37.0731 , 41.4245 , 45.2015 , 47.7803 , 40.3455 , 50.933 , 62.8607 , 67.8471 , 74.2421 , 83.6588 , 105.171 , 104.957 , 116.558 , 132.628 , 126.107 , 118.031 , 131.421 , 139.765 , 142.277 , 162.424 , 178.886 , 138.356 , 157.351 , 174.934 , 172.997 , 171.284 , 169.111 , 167.6 , 163.708 , 160.466 , 132.858 , 76.94 , 65.6204 , 62.3269 , 62.4379 , 155.48 , 134.833 , 151.193 , 137.964 , 148.071 , 146.231 , 143.03 , 140.377 , 136.728 , 133.017 , 129.419 , 129.091 , 128.417 , 125.565 , 133.943 , 136.16 , 138.538 , 141.837 , 145.442 , 146.2 , 146.877 , 149.096 , 151.864 , 154.895 , 157.778 , 160.095 , 162.284 , 165.509 , 168.576 , 171.253 , 171.997 , 174.032 , 177.427 , 180.476 , 183.294 , 185.817 , 189.077 , 191.466 , 191.937 , 194.238 , 195.946 , 198.909 , 201.892 , 203.998 , 206.1 , 209.424 , 211.801 , 214.586 , 217.08 , 219.189 , 221.351 , 223.436 , 226.426 , 227.746 , 230.308 , 230.515 , 230.294 , 231.086 , 231.06 , 230.831 , 231.58 , 233.43 , 233.378 , 232.459 , 230.511 , 230.027 , 228.868 , 227.853 , 226.491 , 225.01 , 223.74 , 221.819 , 220.438 , 218.782 , 217.215 , 215.621 , 213.809 , 212.028 , 210.404 , 208.836 , 207.226 , 205.668 , 204.15 , 202.638 , 201.158 , 199.704 , 198.277 , 197.037 , 195.363 , 195.363 , 
25.5 , 25.4263 , 25.4163 , 25.427 , 25.4607 , 25.5509 , 25.6931 , 25.8349 , 25.9303 , 25.9883 , 26.0443 , 26.1333 , 26.4023 , 26.7015 , 26.9463 , 27.1288 , 27.3138 , 29.0514 , 31.1852 , 31.8357 , 34.0223 , 37.0754 , 41.4276 , 45.2056 , 47.7851 , 40.3501 , 50.9372 , 62.8677 , 67.8557 , 74.2519 , 83.6701 , 105.185 , 104.973 , 116.574 , 132.647 , 126.126 , 118.049 , 131.439 , 139.785 , 142.297 , 162.445 , 178.789 , 138.344 , 157.364 , 175.083 , 172.948 , 171.298 , 168.972 , 166.838 , 163.655 , 160.08 , 132.845 , 76.9411 , 65.621 , 62.3265 , 62.4371 , 154.848 , 134.806 , 151.117 , 137.942 , 147.791 , 146.137 , 142.727 , 140.308 , 136.786 , 132.967 , 129.394 , 129.127 , 128.452 , 125.597 , 133.985 , 136.205 , 138.585 , 141.888 , 145.497 , 146.253 , 146.928 , 149.147 , 151.916 , 154.949 , 157.834 , 160.151 , 162.339 , 165.567 , 168.634 , 171.312 , 172.049 , 174.082 , 177.481 , 180.532 , 183.351 , 185.873 , 189.135 , 191.523 , 191.983 , 194.283 , 195.989 , 198.956 , 201.943 , 204.047 , 206.148 , 209.477 , 211.852 , 214.639 , 217.132 , 219.238 , 221.399 , 223.482 , 226.477 , 227.789 , 230.354 , 230.546 , 230.312 , 231.103 , 231.07 , 230.836 , 231.588 , 233.449 , 233.39 , 232.46 , 230.497 , 230.014 , 228.851 , 227.835 , 226.47 , 224.986 , 223.716 , 221.79 , 220.409 , 218.752 , 217.184 , 215.59 , 213.776 , 211.994 , 210.37 , 208.803 , 207.194 , 205.636 , 204.118 , 202.606 , 201.128 , 199.673 , 198.247 , 197.009 , 195.333 , 195.333 , 
25.5 , 25.4263 , 25.4163 , 25.427 , 25.4607 , 25.5509 , 25.6932 , 25.835 , 25.9304 , 25.9884 , 26.0445 , 26.1334 , 26.4025 , 26.7018 , 26.9466 , 27.1291 , 27.3142 , 29.052 , 31.1863 , 31.837 , 34.0239 , 37.0777 , 41.4308 , 45.2096 , 47.7899 , 40.3546 , 50.9414 , 62.8748 , 67.8642 , 74.2618 , 83.6814 , 105.199 , 104.989 , 116.591 , 132.666 , 126.145 , 118.067 , 131.456 , 139.804 , 142.317 , 162.465 , 178.425 , 138.331 , 157.376 , 175.171 , 172.905 , 171.312 , 168.952 , 166.733 , 163.635 , 159.647 , 132.833 , 76.942 , 65.6215 , 62.3262 , 62.4363 , 154.966 , 134.778 , 151.063 , 137.92 , 148.086 , 145.9 , 143.035 , 139.899 , 136.338 , 133.005 , 129.37 , 129.163 , 128.488 , 125.629 , 134.027 , 136.25 , 138.632 , 141.94 , 145.553 , 146.306 , 146.978 , 149.197 , 151.968 , 155.003 , 157.89 , 160.206 , 162.394 , 165.624 , 168.693 , 171.371 , 172.101 , 174.132 , 177.535 , 180.588 , 183.408 , 185.929 , 189.194 , 191.58 , 192.029 , 194.329 , 196.033 , 199.004 , 201.995 , 204.097 , 206.195 , 209.53 , 211.904 , 214.692 , 217.184 , 219.287 , 221.446 , 223.527 , 226.527 , 227.832 , 230.399 , 230.577 , 230.33 , 231.119 , 231.081 , 230.841 , 231.596 , 233.468 , 233.402 , 232.46 , 230.483 , 230.001 , 228.835 , 227.817 , 226.449 , 224.962 , 223.691 , 221.76 , 220.38 , 218.721 , 217.154 , 215.559 , 213.744 , 211.961 , 210.337 , 208.77 , 207.161 , 205.604 , 204.087 , 202.575 , 201.097 , 199.643 , 198.218 , 196.98 , 195.303 , 195.303 , 
