t= 0 , t= 5 , t= 10 , t= 15 , t= 20 , t= 25 , t= 30 , t= 35 , t= 40 , t= 45 , t= 50 , t= 55 , t= 60 , t= 65 , t= 70 , t= 75 , t= 80 , t= 85 , t= 90 , t= 95 , t= 100 , t= 105 , t= 110 , t= 115 , t= 120 , t= 125 , t= 130 , t= 135 , t= 140 , t= 145 , t= 150 , t= 155 , t= 160 , t= 165 , t= 170 , t= 175 , t= 180 , t= 185 , t= 190 , t= 195 , t= 200 , t= 205 , t= 210 , t= 215 , t= 220 , t= 225 , t= 230 , t= 235 , t= 240 , t= 245 , t= 250 , t= 255 , t= 260 , t= 265 , t= 270 , t= 275 , t= 280 , t= 285 , t= 290 , t= 295 , t= 300 , t= 305 , t= 310 , t= 315 , t= 320 , t= 325 , t= 330 , t= 335 , t= 340 , t= 345 , t= 350 , t= 355 , t= 360 , t= 365 , t= 370 , t= 375 , t= 380 , t= 385 , t= 390 , t= 395 , t= 400 , t= 405 , t= 410 , t= 415 , t= 420 , t= 425 , t= 430 , t= 435 , t= 440 , t= 445 , t= 450 , t= 455 , t= 460 , t= 465 , t= 470 , t= 475 , t= 480 , t= 485 , t= 490 , t= 495 , t= 500 , t= 505 , t= 510 , t= 515 , t= 520 , t= 525 , t= 530 , t= 535 , t= 540 , t= 545 , t= 550 , t= 555 , t= 560 , t= 565 , t= 570 , t= 575 , t= 580 , t= 585 , t= 590 , t= 595 , t= 600 , t= 605 , t= 610 , t= 615 , t= 620 , t= 625 , t= 630 , t= 635 , t= 640 , t= 645 , t= 650 , t= 655 , t= 660 , t= 665 , t= 670 , t= 675 , t= 680 , t= 685 , t= 690 , t= 695 , t= 700 , t= 705 , t= 710 , t= 715 , t= 720 , t= 725 , 
25.5 , 25.4761 , 25.4754 , 25.4747 , 25.4741 , 25.4742 , 25.4757 , 25.4791 , 25.4842 , 25.4904 , 25.4974 , 25.5052 , 25.5147 , 25.5277 , 25.5444 , 25.564 , 25.5861 , 25.6162 , 25.6686 , 25.7445 , 25.8363 , 25.9575 , 26.1232 , 26.3421 , 26.6074 , 26.8669 , 27.1068 , 27.4495 , 27.952 , 28.5146 , 29.168 , 29.9815 , 30.9757 , 32.0439 , 33.2202 , 34.533 , 35.7551 , 36.9176 , 38.199 , 39.5718 , 41.0191 , 43.0256 , 45.6451 , 46.8712 , 48.4308 , 50.4132 , 52.0434 , 53.8103 , 56.2075 , 58.8112 , 62.8365 , 65.8337 , 66.4001 , 66.5302 , 66.5145 , 66.4603 , 67.6292 , 69.6211 , 71.254 , 73.8499 , 75.0145 , 77.42 , 80.2119 , 83.3126 , 86.6862 , 90.3851 , 94.1851 , 97.6486 , 100.957 , 103.83 , 106.576 , 109.9 , 113.338 , 116.83 , 120.538 , 124.271 , 127.69 , 130.849 , 133.977 , 137.178 , 140.468 , 143.778 , 147.01 , 150.212 , 153.5 , 156.807 , 159.983 , 162.807 , 165.602 , 168.577 , 171.651 , 174.732 , 177.824 , 180.962 , 183.816 , 186.258 , 188.604 , 190.92 , 193.486 , 196.156 , 198.727 , 201.331 , 204.101 , 206.869 , 209.664 , 212.377 , 214.945 , 217.405 , 219.866 , 222.328 , 224.625 , 226.737 , 228.149 , 229.076 , 229.821 , 230.265 , 230.575 , 231.163 , 231.977 , 232.405 , 232.206 , 231.536 , 230.819 , 229.972 , 229.023 , 227.923 , 226.72 , 225.424 , 223.995 , 222.553 , 221.068 , 219.567 , 218.029 , 216.427 , 214.802 , 213.2 , 211.624 , 210.063 , 208.526 , 207.014 , 205.524 , 204.057 , 202.615 , 201.211 , 199.828 , 199.828 , 
25.5 , 25.4761 , 25.4754 , 25.4747 , 25.4741 , 25.4743 , 25.4758 , 25.4792 , 25.4843 , 25.4906 , 25.4976 , 25.5054 , 25.515 , 25.5281 , 25.5449 , 25.5645 , 25.5867 , 25.6173 , 25.6704 , 25.7465 , 25.8391 , 25.9613 , 26.1283 , 26.3485 , 26.6145 , 26.8714 , 27.1149 , 27.4614 , 27.9654 , 28.53 , 29.1863 , 30.0067 , 31.0003 , 32.072 , 33.2532 , 34.5632 , 35.7821 , 36.9487 , 38.2323 , 39.6053 , 41.0587 , 43.1649 , 45.6748 , 46.9066 , 48.4737 , 50.4523 , 52.0812 , 53.8865 , 56.304 , 58.9679 , 63.0105 , 65.8538 , 66.4031 , 66.5299 , 66.5132 , 66.459 , 67.8258 , 69.6398 , 71.4889 , 73.8682 , 75.1161 , 77.432 , 80.2624 , 83.4488 , 86.7743 , 90.4788 , 94.2689 , 97.7277 , 101.028 , 103.884 , 106.655 , 109.979 , 113.418 , 116.914 , 120.626 , 124.351 , 127.761 , 130.919 , 134.049 , 137.251 , 140.543 , 143.851 , 147.08 , 150.285 , 153.574 , 156.88 , 160.045 , 162.867 , 165.667 , 168.644 , 171.719 , 174.798 , 177.893 , 181.028 , 183.868 , 186.31 , 188.652 , 190.974 , 193.545 , 196.211 , 198.78 , 201.391 , 204.159 , 206.928 , 209.722 , 212.431 , 214.998 , 217.455 , 219.921 , 222.374 , 224.674 , 226.77 , 228.168 , 229.094 , 229.832 , 230.27 , 230.584 , 231.184 , 231.99 , 232.405 , 232.191 , 231.523 , 230.802 , 229.954 , 229.001 , 227.899 , 226.695 , 225.394 , 223.966 , 222.522 , 221.037 , 219.536 , 217.996 , 216.393 , 214.769 , 213.167 , 211.591 , 210.031 , 208.494 , 206.983 , 205.493 , 204.027 , 202.585 , 201.182 , 199.798 , 199.798 , 
25.5 , 25.4761 , 25.4754 , 25.4746 , 25.4741 , 25.4743 , 25.4759 , 25.4793 , 25.4845 , 25.4908 , 25.4978 , 25.5056 , 25.5153 , 25.5285 , 25.5454 , 25.5651 , 25.5872 , 25.6185 , 25.6723 , 25.7486 , 25.8418 , 25.965 , 26.1335 , 26.3549 , 26.6217 , 26.8759 , 27.1229 , 27.4733 , 27.9788 , 28.5453 , 29.2045 , 30.0318 , 31.0249 , 32.1001 , 33.2861 , 34.5935 , 35.8092 , 36.9798 , 38.2656 , 39.6389 , 41.0982 , 43.3351 , 45.7045 , 46.9421 , 48.5154 , 50.4913 , 52.1189 , 53.9543 , 56.3828 , 59.2707 , 63.1597 , 65.8739 , 66.4062 , 66.5297 , 66.512 , 66.4578 , 67.821 , 69.6586 , 71.5561 , 73.8866 , 75.3187 , 77.483 , 80.3303 , 83.5609 , 86.7805 , 90.5733 , 94.349 , 97.8068 , 101.098 , 103.939 , 106.733 , 110.058 , 113.497 , 116.997 , 120.714 , 124.43 , 127.832 , 130.989 , 134.12 , 137.325 , 140.618 , 143.924 , 147.15 , 150.358 , 153.649 , 156.954 , 160.107 , 162.926 , 165.732 , 168.711 , 171.786 , 174.864 , 177.962 , 181.094 , 183.919 , 186.362 , 188.701 , 191.028 , 193.603 , 196.266 , 198.833 , 201.451 , 204.217 , 206.988 , 209.78 , 212.486 , 215.05 , 217.504 , 219.977 , 222.42 , 224.724 , 226.803 , 228.186 , 229.111 , 229.842 , 230.275 , 230.593 , 231.204 , 232.002 , 232.406 , 232.176 , 231.51 , 230.785 , 229.935 , 228.98 , 227.874 , 226.67 , 225.364 , 223.936 , 222.491 , 221.006 , 219.505 , 217.963 , 216.36 , 214.736 , 213.135 , 211.558 , 209.999 , 208.463 , 206.951 , 205.462 , 203.997 , 202.555 , 201.154 , 199.768 , 199.768 , 
25.5 , 25.4761 , 25.4754 , 25.4746 , 25.4741 , 25.4743 , 25.4759 , 25.4794 , 25.4846 , 25.4909 , 25.498 , 25.5058 , 25.5156 , 25.5289 , 25.5459 , 25.5656 , 25.5878 , 25.6197 , 25.6742 , 25.7506 , 25.8446 , 25.9688 , 26.1387 , 26.3612 , 26.6288 , 26.8804 , 27.1309 , 27.4852 , 27.9922 , 28.5606 , 29.2228 , 30.0569 , 31.0496 , 32.1282 , 33.3191 , 34.6237 , 35.8363 , 37.0108 , 38.2989 , 39.6724 , 41.1377 , 43.5138 , 45.7342 , 46.9775 , 48.5559 , 50.5304 , 52.1567 , 54.0136 , 56.4426 , 59.4766 , 63.2934 , 65.894 , 66.4093 , 66.5294 , 66.5107 , 66.4566 , 67.879 , 69.6773 , 71.6168 , 73.9049 , 75.3285 , 77.6505 , 80.4058 , 83.5731 , 86.8838 , 90.6691 , 94.428 , 97.8858 , 101.168 , 103.994 , 106.812 , 110.136 , 113.577 , 117.08 , 120.801 , 124.509 , 127.903 , 131.059 , 134.191 , 137.399 , 140.693 , 143.996 , 147.22 , 150.431 , 153.723 , 157.027 , 160.169 , 162.986 , 165.796 , 168.778 , 171.854 , 174.93 , 178.032 , 181.16 , 183.971 , 186.414 , 188.749 , 191.082 , 193.661 , 196.322 , 198.886 , 201.51 , 204.275 , 207.047 , 209.838 , 212.54 , 215.102 , 217.554 , 220.032 , 222.467 , 224.773 , 226.836 , 228.205 , 229.129 , 229.853 , 230.28 , 230.602 , 231.224 , 232.015 , 232.406 , 232.161 , 231.496 , 230.768 , 229.917 , 228.958 , 227.849 , 226.645 , 225.334 , 223.907 , 222.461 , 220.976 , 219.473 , 217.93 , 216.326 , 214.702 , 213.102 , 211.526 , 209.967 , 208.431 , 206.92 , 205.431 , 203.966 , 202.525 , 201.125 , 199.738 , 199.738 , 
25.5 , 25.4761 , 25.4754 , 25.4746 , 25.4741 , 25.4743 , 25.476 , 25.4795 , 25.4848 , 25.4911 , 25.4982 , 25.506 , 25.5159 , 25.5293 , 25.5463 , 25.5661 , 25.5884 , 25.6208 , 25.676 , 25.7527 , 25.8474 , 25.9725 , 26.1438 , 26.3676 , 26.6359 , 26.8849 , 27.139 , 27.4971 , 28.0056 , 28.5759 , 29.241 , 30.0821 , 31.0742 , 32.1563 , 33.352 , 34.6539 , 35.8634 , 37.0419 , 38.3321 , 39.7059 , 41.1772 , 43.9112 , 45.764 , 47.0129 , 48.5957 , 50.5694 , 52.1945 , 54.3042 , 56.4853 , 59.4071 , 63.2326 , 65.914 , 66.4124 , 66.5291 , 66.5094 , 66.4553 , 68.1026 , 69.6961 , 71.6809 , 73.9232 , 75.4746 , 77.6579 , 80.4836 , 83.6062 , 86.9021 , 90.7497 , 94.5038 , 97.9649 , 101.238 , 104.049 , 106.89 , 110.215 , 113.656 , 117.164 , 120.889 , 124.589 , 127.974 , 131.129 , 134.263 , 137.472 , 140.767 , 144.069 , 147.29 , 150.504 , 153.798 , 157.101 , 160.232 , 163.045 , 165.861 , 168.846 , 171.922 , 174.996 , 178.101 , 181.226 , 184.022 , 186.465 , 188.798 , 191.136 , 193.72 , 196.377 , 198.939 , 201.57 , 204.333 , 207.107 , 209.897 , 212.595 , 215.154 , 217.604 , 220.087 , 222.513 , 224.822 , 226.869 , 228.224 , 229.147 , 229.864 , 230.285 , 230.611 , 231.244 , 232.027 , 232.407 , 232.146 , 231.483 , 230.751 , 229.899 , 228.936 , 227.825 , 226.62 , 225.304 , 223.878 , 222.43 , 220.945 , 219.442 , 217.897 , 216.292 , 214.669 , 213.069 , 211.493 , 209.934 , 208.399 , 206.889 , 205.401 , 203.936 , 202.495 , 201.097 , 199.708 , 199.708 , 
25.5 , 25.476 , 25.4753 , 25.4746 , 25.4741 , 25.4744 , 25.4761 , 25.4797 , 25.4849 , 25.4913 , 25.4983 , 25.5063 , 25.5162 , 25.5297 , 25.5468 , 25.5667 , 25.589 , 25.622 , 25.6779 , 25.7547 , 25.8501 , 25.9763 , 26.149 , 26.3739 , 26.643 , 26.8895 , 27.147 , 27.509 , 28.019 , 28.5913 , 29.2592 , 30.1072 , 31.0988 , 32.1844 , 33.385 , 34.6842 , 35.8904 , 37.0729 , 38.3654 , 39.7394 , 41.2167 , 44.1843 , 45.7937 , 47.0482 , 48.6351 , 50.6085 , 52.2323 , 54.2908 , 56.5145 , 59.3537 , 63.2254 , 65.9341 , 66.4154 , 66.5288 , 66.5081 , 66.4541 , 68.2834 , 69.7149 , 71.9047 , 73.9415 , 75.4528 , 77.6781 , 80.6494 , 83.7335 , 87.0153 , 90.8402 , 94.5642 , 98.0439 , 101.309 , 104.104 , 106.969 , 110.294 , 113.735 , 117.247 , 120.977 , 124.668 , 128.045 , 131.199 , 134.334 , 137.546 , 140.842 , 144.142 , 147.361 , 150.576 , 153.872 , 157.174 , 160.294 , 163.105 , 165.926 , 168.913 , 171.989 , 175.062 , 178.17 , 181.292 , 184.074 , 186.517 , 188.846 , 191.19 , 193.778 , 196.433 , 198.992 , 201.63 , 204.391 , 207.166 , 209.955 , 212.649 , 215.206 , 217.654 , 220.143 , 222.559 , 224.872 , 226.901 , 228.242 , 229.164 , 229.875 , 230.29 , 230.62 , 231.265 , 232.04 , 232.407 , 232.131 , 231.47 , 230.734 , 229.881 , 228.915 , 227.8 , 226.595 , 225.274 , 223.849 , 222.4 , 220.914 , 219.411 , 217.865 , 216.258 , 214.635 , 213.036 , 211.461 , 209.902 , 208.368 , 206.858 , 205.37 , 203.906 , 202.465 , 201.069 , 199.678 , 199.678 , 
25.5 , 25.476 , 25.4753 , 25.4746 , 25.4741 , 25.4744 , 25.4761 , 25.4798 , 25.4851 , 25.4915 , 25.4985 , 25.5065 , 25.5165 , 25.5301 , 25.5473 , 25.5672 , 25.5896 , 25.6231 , 25.6797 , 25.7568 , 25.8529 , 25.98 , 26.1541 , 26.3803 , 26.6502 , 26.894 , 27.155 , 27.5209 , 28.0324 , 28.6066 , 29.2774 , 30.1323 , 31.1235 , 32.2125 , 33.4179 , 34.7144 , 35.9175 , 37.1039 , 38.3987 , 39.7729 , 41.2562 , 44.3746 , 45.8235 , 47.0835 , 48.6743 , 50.6475 , 52.27 , 54.2942 , 56.5342 , 59.532 , 63.4416 , 65.9542 , 66.4185 , 66.5285 , 66.5068 , 66.4529 , 68.3085 , 69.7336 , 71.9746 , 73.9598 , 75.4541 , 77.734 , 80.7726 , 83.7522 , 87.042 , 90.9385 , 94.6325 , 98.123 , 101.379 , 104.159 , 107.047 , 110.373 , 113.815 , 117.33 , 121.065 , 124.747 , 128.116 , 131.269 , 134.406 , 137.62 , 140.917 , 144.214 , 147.431 , 150.649 , 153.946 , 157.248 , 160.356 , 163.164 , 165.991 , 168.98 , 172.057 , 175.128 , 178.239 , 181.358 , 184.125 , 186.569 , 188.894 , 191.244 , 193.836 , 196.488 , 199.045 , 201.69 , 204.449 , 207.225 , 210.013 , 212.703 , 215.258 , 217.704 , 220.198 , 222.605 , 224.921 , 226.934 , 228.261 , 229.182 , 229.886 , 230.295 , 230.629 , 231.285 , 232.052 , 232.408 , 232.116 , 231.457 , 230.717 , 229.862 , 228.893 , 227.775 , 226.57 , 225.244 , 223.82 , 222.369 , 220.883 , 219.38 , 217.832 , 216.224 , 214.602 , 213.004 , 211.428 , 209.87 , 208.336 , 206.826 , 205.339 , 203.875 , 202.435 , 201.04 , 199.648 , 199.648 , 
25.5 , 25.476 , 25.4753 , 25.4746 , 25.4741 , 25.4744 , 25.4762 , 25.4799 , 25.4852 , 25.4916 , 25.4987 , 25.5067 , 25.5168 , 25.5305 , 25.5477 , 25.5677 , 25.5901 , 25.6243 , 25.6816 , 25.7588 , 25.8557 , 25.9838 , 26.1593 , 26.3866 , 26.6573 , 26.8985 , 27.163 , 27.5328 , 28.0458 , 28.6219 , 29.2957 , 30.1574 , 31.1481 , 32.2405 , 33.4508 , 34.7446 , 35.9445 , 37.135 , 38.4319 , 39.8064 , 41.2956 , 44.5114 , 45.8532 , 47.1189 , 48.7138 , 50.6865 , 52.3077 , 54.3119 , 56.7744 , 59.464 , 63.4354 , 65.9743 , 66.4216 , 66.5283 , 66.5056 , 66.4517 , 68.5152 , 69.7524 , 72.0708 , 73.9781 , 75.5039 , 77.8052 , 80.8695 , 83.8703 , 87.0898 , 90.9666 , 94.7078 , 98.202 , 101.449 , 104.213 , 107.125 , 110.452 , 113.894 , 117.413 , 121.152 , 124.826 , 128.187 , 131.339 , 134.477 , 137.693 , 140.991 , 144.287 , 147.501 , 150.722 , 154.021 , 157.321 , 160.418 , 163.223 , 166.055 , 169.047 , 172.124 , 175.194 , 178.308 , 181.424 , 184.177 , 186.621 , 188.943 , 191.298 , 193.894 , 196.543 , 199.098 , 201.749 , 204.507 , 207.285 , 210.071 , 212.758 , 215.31 , 217.753 , 220.254 , 222.651 , 224.971 , 226.967 , 228.28 , 229.2 , 229.897 , 230.3 , 230.638 , 231.305 , 232.065 , 232.408 , 232.101 , 231.444 , 230.7 , 229.844 , 228.871 , 227.751 , 226.545 , 225.215 , 223.791 , 222.339 , 220.852 , 219.349 , 217.799 , 216.19 , 214.568 , 212.971 , 211.395 , 209.838 , 208.305 , 206.795 , 205.308 , 203.845 , 202.405 , 201.012 , 199.618 , 199.618 , 
25.5 , 25.476 , 25.4753 , 25.4745 , 25.4741 , 25.4744 , 25.4763 , 25.48 , 25.4854 , 25.4918 , 25.4989 , 25.5069 , 25.5171 , 25.5308 , 25.5482 , 25.5682 , 25.5907 , 25.6255 , 25.6835 , 25.7609 , 25.8584 , 25.9875 , 26.1644 , 26.393 , 26.6644 , 26.9031 , 27.171 , 27.5447 , 28.0591 , 28.6372 , 29.3139 , 30.1824 , 31.1727 , 32.2686 , 33.4837 , 34.7748 , 35.9716 , 37.166 , 38.4652 , 39.8399 , 41.3351 , 44.6147 , 45.883 , 47.1541 , 48.7536 , 50.7254 , 52.3455 , 54.3401 , 56.9546 , 59.4321 , 63.4638 , 65.9945 , 66.4247 , 66.528 , 66.5043 , 66.4504 , 68.6958 , 69.7712 , 72.1789 , 73.9964 , 75.5471 , 77.8806 , 80.8415 , 83.8842 , 87.2223 , 91.0887 , 94.7278 , 98.281 , 101.52 , 104.268 , 107.204 , 110.53 , 113.973 , 117.497 , 121.24 , 124.906 , 128.258 , 131.409 , 134.548 , 137.767 , 141.066 , 144.36 , 147.571 , 150.795 , 154.095 , 157.395 , 160.48 , 163.283 , 166.12 , 169.114 , 172.192 , 175.26 , 178.377 , 181.49 , 184.228 , 186.672 , 188.991 , 191.352 , 193.952 , 196.598 , 199.151 , 201.809 , 204.565 , 207.344 , 210.129 , 212.812 , 215.362 , 217.803 , 220.309 , 222.697 , 225.02 , 227 , 228.299 , 229.217 , 229.908 , 230.305 , 230.647 , 231.325 , 232.077 , 232.409 , 232.086 , 231.43 , 230.683 , 229.826 , 228.85 , 227.726 , 226.52 , 225.185 , 223.762 , 222.308 , 220.821 , 219.318 , 217.766 , 216.156 , 214.535 , 212.938 , 211.363 , 209.806 , 208.273 , 206.764 , 205.277 , 203.815 , 202.376 , 200.983 , 199.588 , 199.588 , 
25.5 , 25.476 , 25.4753 , 25.4745 , 25.4741 , 25.4745 , 25.4764 , 25.4801 , 25.4855 , 25.492 , 25.4991 , 25.5071 , 25.5174 , 25.5312 , 25.5487 , 25.5688 , 25.5913 , 25.6266 , 25.6853 , 25.7629 , 25.8612 , 25.9913 , 26.1696 , 26.3993 , 26.6715 , 26.9076 , 27.179 , 27.5566 , 28.0725 , 28.6525 , 29.3321 , 30.2075 , 31.1973 , 32.2966 , 33.5166 , 34.805 , 35.9986 , 37.1969 , 38.4984 , 39.8733 , 41.3745 , 44.6975 , 45.9128 , 47.1894 , 48.7941 , 50.7644 , 52.3832 , 54.3749 , 57.0921 , 59.4314 , 63.5214 , 66.0146 , 66.4278 , 66.5277 , 66.503 , 66.4492 , 68.8598 , 69.79 , 72.2914 , 74.0147 , 75.5946 , 78.0502 , 80.8613 , 83.9958 , 87.2637 , 91.2069 , 94.8254 , 98.3599 , 101.59 , 104.323 , 107.282 , 110.609 , 114.052 , 117.58 , 121.328 , 124.985 , 128.329 , 131.479 , 134.619 , 137.84 , 141.141 , 144.432 , 147.641 , 150.868 , 154.17 , 157.468 , 160.542 , 163.342 , 166.185 , 169.181 , 172.259 , 175.326 , 178.446 , 181.556 , 184.28 , 186.724 , 189.04 , 191.406 , 194.01 , 196.654 , 199.204 , 201.869 , 204.622 , 207.403 , 210.188 , 212.866 , 215.414 , 217.853 , 220.364 , 222.744 , 225.069 , 227.033 , 228.317 , 229.235 , 229.918 , 230.31 , 230.655 , 231.346 , 232.09 , 232.409 , 232.072 , 231.417 , 230.666 , 229.808 , 228.828 , 227.701 , 226.496 , 225.155 , 223.733 , 222.278 , 220.791 , 219.286 , 217.733 , 216.123 , 214.502 , 212.905 , 211.33 , 209.774 , 208.241 , 206.733 , 205.247 , 203.784 , 202.346 , 200.955 , 199.558 , 199.558 , 
25.5 , 25.4759 , 25.4752 , 25.4745 , 25.4741 , 25.4745 , 25.4764 , 25.4803 , 25.4857 , 25.4921 , 25.4993 , 25.5073 , 25.5177 , 25.5316 , 25.5492 , 25.5693 , 25.5919 , 25.6278 , 25.6872 , 25.765 , 25.8639 , 25.995 , 26.1747 , 26.4057 , 26.6786 , 26.9121 , 27.1869 , 27.5685 , 28.0859 , 28.6678 , 29.3503 , 30.2326 , 31.222 , 32.3247 , 33.5495 , 34.8352 , 36.0257 , 37.2279 , 38.5316 , 39.9068 , 41.4139 , 44.4913 , 45.9426 , 47.2246 , 48.8354 , 50.8033 , 52.4209 , 54.4132 , 56.9743 , 59.4681 , 63.6016 , 66.0347 , 66.4309 , 66.5274 , 66.5017 , 66.448 , 68.8769 , 69.8087 , 72.5253 , 74.033 , 75.6501 , 78.0439 , 80.887 , 84.0872 , 87.4091 , 91.3199 , 94.9216 , 98.4389 , 101.66 , 104.378 , 107.36 , 110.688 , 114.132 , 117.663 , 121.415 , 125.064 , 128.4 , 131.549 , 134.691 , 137.914 , 141.215 , 144.505 , 147.711 , 150.941 , 154.244 , 157.542 , 160.604 , 163.402 , 166.249 , 169.248 , 172.327 , 175.392 , 178.515 , 181.622 , 184.331 , 186.776 , 189.088 , 191.46 , 194.069 , 196.709 , 199.257 , 201.928 , 204.68 , 207.463 , 210.246 , 212.921 , 215.466 , 217.903 , 220.42 , 222.79 , 225.118 , 227.066 , 228.336 , 229.253 , 229.929 , 230.315 , 230.664 , 231.366 , 232.102 , 232.41 , 232.057 , 231.404 , 230.649 , 229.789 , 228.807 , 227.677 , 226.471 , 225.125 , 223.704 , 222.247 , 220.76 , 219.255 , 217.7 , 216.089 , 214.468 , 212.873 , 211.298 , 209.742 , 208.21 , 206.701 , 205.216 , 203.754 , 202.316 , 200.927 , 199.528 , 199.528 , 
25.5 , 25.4759 , 25.4752 , 25.4745 , 25.4741 , 25.4745 , 25.4765 , 25.4804 , 25.4858 , 25.4923 , 25.4995 , 25.5075 , 25.518 , 25.532 , 25.5496 , 25.5698 , 25.5925 , 25.6289 , 25.6891 , 25.767 , 25.8667 , 25.9988 , 26.1799 , 26.412 , 26.6857 , 26.9167 , 27.1949 , 27.5804 , 28.0993 , 28.6831 , 29.3685 , 30.2576 , 31.2466 , 32.3527 , 33.5824 , 34.8654 , 36.0527 , 37.2589 , 38.5649 , 39.9402 , 41.4533 , 44.4332 , 45.9723 , 47.2598 , 48.8778 , 50.8422 , 52.4586 , 54.4527 , 56.8935 , 59.5786 , 63.6984 , 66.0549 , 66.434 , 66.5271 , 66.5005 , 66.4467 , 68.9362 , 69.8275 , 72.7066 , 74.0513 , 75.7385 , 78.046 , 80.9444 , 84.088 , 87.526 , 91.4284 , 95.0164 , 98.5178 , 101.73 , 104.433 , 107.439 , 110.766 , 114.211 , 117.746 , 121.503 , 125.143 , 128.471 , 131.619 , 134.762 , 137.987 , 141.29 , 144.577 , 147.781 , 151.013 , 154.318 , 157.615 , 160.666 , 163.461 , 166.314 , 169.315 , 172.394 , 175.458 , 178.584 , 181.688 , 184.383 , 186.827 , 189.136 , 191.513 , 194.127 , 196.764 , 199.31 , 201.988 , 204.738 , 207.522 , 210.304 , 212.975 , 215.518 , 217.952 , 220.475 , 222.836 , 225.168 , 227.099 , 228.355 , 229.27 , 229.94 , 230.32 , 230.673 , 231.386 , 232.115 , 232.41 , 232.042 , 231.391 , 230.632 , 229.771 , 228.785 , 227.652 , 226.446 , 225.096 , 223.674 , 222.217 , 220.729 , 219.224 , 217.667 , 216.055 , 214.435 , 212.84 , 211.265 , 209.709 , 208.178 , 206.67 , 205.185 , 203.724 , 202.286 , 200.898 , 199.498 , 199.498 , 
25.5 , 25.4759 , 25.4752 , 25.4745 , 25.4741 , 25.4745 , 25.4766 , 25.4805 , 25.486 , 25.4925 , 25.4996 , 25.5077 , 25.5183 , 25.5324 , 25.5501 , 25.5703 , 25.5931 , 25.6301 , 25.6909 , 25.7691 , 25.8694 , 26.0025 , 26.185 , 26.4183 , 26.6929 , 26.9212 , 27.2029 , 27.5923 , 28.1126 , 28.6984 , 29.3867 , 30.2827 , 31.2712 , 32.3807 , 33.6152 , 34.8957 , 36.0797 , 37.2899 , 38.5981 , 39.9737 , 41.4927 , 44.462 , 46.0021 , 47.2949 , 48.9212 , 50.881 , 52.4963 , 54.4921 , 56.8417 , 59.7246 , 63.8428 , 66.075 , 66.4371 , 66.5269 , 66.4992 , 66.4455 , 69.1445 , 69.8463 , 72.8558 , 74.0697 , 75.9415 , 78.062 , 81.1045 , 84.1167 , 87.56 , 91.5311 , 95.1083 , 98.5967 , 101.8 , 104.488 , 107.517 , 110.845 , 114.29 , 117.829 , 121.59 , 125.222 , 128.542 , 131.689 , 134.833 , 138.06 , 141.364 , 144.65 , 147.851 , 151.086 , 154.392 , 157.688 , 160.728 , 163.52 , 166.378 , 169.382 , 172.462 , 175.524 , 178.653 , 181.754 , 184.434 , 186.879 , 189.185 , 191.567 , 194.185 , 196.819 , 199.363 , 202.047 , 204.796 , 207.581 , 210.362 , 213.029 , 215.57 , 218.002 , 220.53 , 222.882 , 225.217 , 227.132 , 228.373 , 229.288 , 229.951 , 230.325 , 230.682 , 231.406 , 232.127 , 232.411 , 232.027 , 231.378 , 230.615 , 229.753 , 228.763 , 227.628 , 226.421 , 225.066 , 223.645 , 222.187 , 220.698 , 219.193 , 217.634 , 216.021 , 214.402 , 212.807 , 211.233 , 209.677 , 208.147 , 206.639 , 205.155 , 203.693 , 202.256 , 200.87 , 199.468 , 199.468 , 
25.5 , 25.4759 , 25.4752 , 25.4745 , 25.4741 , 25.4746 , 25.4767 , 25.4806 , 25.4861 , 25.4926 , 25.4998 , 25.5079 , 25.5186 , 25.5328 , 25.5506 , 25.5709 , 25.5936 , 25.6312 , 25.6928 , 25.7711 , 25.8722 , 26.0062 , 26.1902 , 26.4247 , 26.7 , 26.9258 , 27.2109 , 27.6041 , 28.126 , 28.7137 , 29.4049 , 30.3077 , 31.2958 , 32.4087 , 33.6481 , 34.9259 , 36.1068 , 37.3208 , 38.6313 , 40.0071 , 41.532 , 44.7572 , 46.0319 , 47.3301 , 48.9656 , 50.9198 , 52.534 , 54.5307 , 56.8133 , 59.8826 , 64.0049 , 66.0952 , 66.4402 , 66.5266 , 66.4979 , 66.4443 , 69.3035 , 69.8651 , 72.9845 , 74.088 , 75.9934 , 78.1162 , 81.1447 , 84.2396 , 87.6996 , 91.6248 , 95.1938 , 98.6756 , 101.871 , 104.542 , 107.595 , 110.924 , 114.369 , 117.912 , 121.678 , 125.302 , 128.613 , 131.759 , 134.904 , 138.134 , 141.439 , 144.722 , 147.921 , 151.159 , 154.466 , 157.762 , 160.79 , 163.579 , 166.443 , 169.449 , 172.529 , 175.59 , 178.722 , 181.82 , 184.485 , 186.931 , 189.233 , 191.621 , 194.243 , 196.875 , 199.416 , 202.107 , 204.854 , 207.64 , 210.42 , 213.084 , 215.622 , 218.052 , 220.585 , 222.928 , 225.266 , 227.165 , 228.392 , 229.305 , 229.962 , 230.33 , 230.691 , 231.426 , 232.14 , 232.411 , 232.012 , 231.365 , 230.598 , 229.735 , 228.742 , 227.603 , 226.396 , 225.036 , 223.616 , 222.156 , 220.668 , 219.162 , 217.602 , 215.987 , 214.368 , 212.775 , 211.2 , 209.645 , 208.115 , 206.608 , 205.124 , 203.663 , 202.227 , 200.841 , 199.438 , 199.438 , 
